NTA,GardenCounts_MMscaled,HasGarden,Gender_Female,Age_Over65,Unemployed,Race_Hisp,Race_White,Race_Black,Race_Asian,Race_Other,Income_Low,Income_Mid,Income_High,Edu_Other,Edu_Bachelor,Edu_GradProf,Crime_Felonies_unscaled,Crime_Misdemeanor_unscaled,Crime_Violation_unscaled,Crime_Total_unscaled
East Harlem South,0.4444444444444444,1.0,0.5418471987553741,0.128611338809241,0.11260302197802198,0.4328253341586229,0.21744149087441655,0.2292855111497733,0.0979139133780551,0.02253375043913211,0.5893502930539967,0.22812487010017873,0.1825248368458245,0.6037292685265075,0.22965199884958296,0.1666187326239095,0.05813272663398966,0.13771182896431738,0.027736420362346723,0.22358097596065374
East Village,0.3611111111111111,1.0,0.4923295058342244,0.0941843707870392,0.054536544385326235,0.10859560225001162,0.6791409046534331,0.05043931012040352,0.13846404165310772,0.023360141323044026,0.3869452397995705,0.23375984251968507,0.3792949176807444,0.2942361704725852,0.437629747221883,0.2681340823055318,0.08044721305378644,0.12942215610617824,0.019013527962437826,0.2288828971224025
Gramercy,0.0,0.0,0.551387793157857,0.1115613569533099,0.059091369017504815,0.07498386287025748,0.7101771498242846,0.03937459657175644,0.1435128738435057,0.03195151689019579,0.19721888896731843,0.2342062539704948,0.5685748570621867,0.1876734615752704,0.452866302995502,0.3594602354292277,0.07853403141361258,0.12597719285663056,0.021516172990030842,0.226027397260274
Hamilton Heights,0.3055555555555555,1.0,0.4924773367867754,0.10373657347451816,0.09523041697571673,0.4580825778928925,0.1668126761636322,0.29565018663822656,0.035480307762626645,0.04397425154262207,0.5325600748985748,0.29356080307916366,0.17387912202226152,0.6636530922473798,0.19060191481985225,0.14574499293276796,0.06515197684162413,0.15835682181762778,0.03875599908585359,0.2622647977451055
Hudson Yards-Chelsea-Flat Iron-Union Square,0.0,0.0,0.4798264361116508,0.11547179586814325,0.05071441825941733,0.14037950909915162,0.6314487403665565,0.05736675085810505,0.14379897675021047,0.027006022925976297,0.27765644288291713,0.18758902288481627,0.5347545342322666,0.25579287202404616,0.39827287329633104,0.34593425467962274,0.0,0.0,0.0,0.0
Lenox Hill-Roosevelt Island,0.027777777777777776,1.0,0.5562759746986631,0.1662868216109493,0.03572530269144752,0.09033406052333304,0.7199059121765731,0.03896357143727682,0.11955978598676432,0.0312366698760527,0.24189509152171934,0.23640834168108552,0.5216965667971951,0.21688917143462602,0.3814064723155632,0.4017043562498108,0.02126726060620833,0.03541699674592631,0.0069468988799649,0.06363115623209954
Lincoln Square,0.0,0.0,0.5412541254125413,0.1800438927141445,0.049967465567725834,0.1006851954230956,0.7200750531905983,0.03439379470942018,0.11946524601698748,0.025380710659898477,0.23016383402235494,0.19329352319706017,0.5765426427805849,0.1951907715927716,0.3123301313305255,0.4924790970767029,0.03963746628469954,0.0908344641570756,0.01965120369905011,0.15012313414082526
Lower East Side,0.7222222222222222,1.0,0.5470881589251123,0.17946392998942148,0.09022192658886134,0.3957328717251233,0.2197584799901084,0.1100028850513127,0.24167113162703155,0.032834631606424046,0.6336206896551725,0.17397551224387806,0.19240379810094954,0.6562307720149119,0.2335770386188425,0.1101921893662456,0.051381390045199135,0.11787495363310392,0.03203780791053593,0.20129415158883895
Manhattanville,0.0,0.0,0.5452125411983436,0.11028479675483817,0.0867786207484443,0.5654102932476971,0.09959435477055692,0.2719090678610665,0.03988844756190315,0.023197836558776306,0.7031913602718116,0.1843222909841039,0.11248634874408446,0.7003379886486831,0.16593329507046745,0.13372871628084942,0.0779599425335925,0.19428716301867655,0.040015211696104114,0.3122623172483732
Marble Hill-Inwood,0.05555555555555555,1.0,0.5215352783736071,0.11748068563618763,0.12266845315750502,0.7344013970881342,0.15882386439133653,0.07509348721550464,0.016438564188227256,0.01524268711679733,0.5688198562208112,0.2810515820958178,0.1501285616833709,0.7078714122975188,0.17026478841932705,0.12186379928315412,0.041589947039729694,0.07249292913953798,0.014369507032896113,0.1284523832121638
Midtown-Midtown South,0.0,0.0,0.516162669447341,0.1507676818525044,0.052083333333333336,0.08295278846499586,0.6236381287979577,0.041278630757613885,0.21678472546833988,0.03534572651109274,0.3024440575224092,0.1459340942800026,0.5516218481975882,0.2171389396709324,0.3786563071297989,0.4042047531992688,0.5152997015569379,0.8311819064398979,0.09744345762468087,1.4439250656215166
Morningside Heights,0.08333333333333333,1.0,0.5534101699964623,0.12622190775876516,0.06816491778897794,0.2197665108831251,0.4836985867763979,0.11106559666337723,0.14942186307185282,0.03604744260524699,0.438066152492365,0.2188519074486257,0.34308194005900927,0.3435900523875474,0.2703077015716264,0.38610224604082616,0.044631053680153424,0.08432792745824566,0.01964362187424358,0.14860260301264264
Murray Hill-Kips Bay,0.0,0.0,0.5371541005567882,0.14800937748566165,0.03949817108387345,0.11989785238832837,0.6128856700297233,0.04178004772470381,0.1914221124461004,0.034014317411144135,0.27414712767182164,0.2436010591350397,0.4822518131931386,0.26162987672982196,0.4226368872325454,0.3157332360376326,0.04803868212835433,0.06857286390086657,0.014945367773265791,0.1315569138024867
SoHo-TriBeCa-Civic Center-Little Italy,0.0,0.0,0.5028036948277066,0.11549826659531401,0.04206378986866792,0.06605551548430627,0.6526443146653017,0.023802322064263942,0.21594266967588824,0.041555178110239885,0.2513197969543147,0.17380710659898477,0.5748730964467006,0.253831891223733,0.41795426452410384,0.3282138442521632,0.12890016054352124,0.28474371204541754,0.036529467879662166,0.45017334046860097
Stuyvesant Town-Cooper Village,0.0,0.0,0.6006895909048551,0.1729568539744665,0.02625090645395214,0.08284409654272668,0.7396328394371448,0.033920417482061316,0.11443481502189914,0.02916783151616811,0.2597328244274809,0.2583969465648855,0.4818702290076336,0.1830518882407123,0.3904206324838809,0.4265274792754068,0.00806075854999534,0.009598359891901966,0.002655856863293263,0.02031497530519057
Turtle Bay-East Midtown,0.0,0.0,0.540078181671637,0.22940678649149676,0.029974341031024025,0.06462077859272991,0.7439147255581526,0.018477472394615942,0.15249455952285002,0.020492463931651488,0.2076851436652754,0.21820565002931944,0.5741092063054052,0.18479971807823328,0.4299306942323505,0.38526958768941616,0.056883211090513426,0.08589908922382526,0.01666398001128395,0.15944628032562266
Upper East Side-Carnegie Hill,0.0,0.0,0.5594012936698923,0.27827556192719266,0.033711093375897845,0.07048623555714846,0.8363627054426297,0.010274264843923336,0.061406652671820876,0.021470141484477668,0.1650724336313856,0.18787689748388436,0.6470506688847301,0.15501703246949247,0.36865594411625197,0.4763270234142555,0.06613417985083543,0.09683750618674586,0.012015087126448552,0.17498677316402986
